2023-03-15T08:40:07.1943265Z;1;6.0291491029385007;5.9978922630608764;6.0272854043760242;6.1168456233721269;6.0223656443652027;6.0694553949323007;21.562020738241259;3.0;M3_Val
2023-03-15T08:41:40.6391522Z;2;6.0946708788360615;5.9666233640611113;5.98740787227895;6.1312663653949029;6.0626067976172795;6.0475479947790047;21.55334030255948;3.0;M1_Val
2023-03-15T08:42:16.6866249Z;2;6.1070456390671355;6.0057209223978187;5.9970326692501441;6.1242013848854047;6.0556017761835843;6.0507738666373285;21.553746554210708;3.0;M2_Val
2023-03-15T08:42:52.7374777Z;2;6.1001752053736471;5.97359101234936;5.9960733039912952;6.1255791182316406;6.0557188521229577;6.0496639832731161;21.553753345995094;3.0;M3_Val
2023-03-15T08:44:15.438325Z;3;6.0919381519369553;5.9725569933962586;5.9840674683197657;6.1295256547706716;6.06024246758991;6.0513795611310011;21.552510115269985;3.0;M1_Val
2023-03-15T08:44:51.4760479Z;3;6.0605305147431192;6.0189363310342028;5.9811693512167468;6.1337628651405023;6.0642097411754392;6.0514974941000323;21.551043086684111;3.0;M2_Val
2023-03-15T08:45:27.544232Z;3;6.079063050246452;6.0396203266489277;5.9774773085966491;6.1282640812959306;6.0616411901923675;6.0529497710073521;21.551518184794592;3.0;M3_Val
2023-03-15T08:46:50.2570921Z;4;6.0785977125729094;5.9505801141022916;5.9854782422317765;6.1452101518465065;6.0342946818861014;6.0482186637394486;21.563745452806582;3.0;M1_Val
2023-03-15T08:47:26.3017077Z;4;6.083546709147333;5.9556114943304177;5.9889685760154183;6.1417313102841158;6.0287941735048625;6.044223390893066;21.563811030853792;3.0;M2_Val
2023-03-15T08:48:02.3282995Z;4;6.0634218441577135;5.9858590287801148;5.9981218326630179;6.1443353151034676;6.02699270689518;6.0473649032212276;21.563755089341047;3.0;M3_Val
2023-03-15T08:49:25.0879204Z;5;6.0833445413421714;5.9658829879542221;6.0004033833510535;6.1420304570460242;6.0545853530332048;6.0606127064463049;21.560893777504663;3.0;M1_Val
2023-03-15T08:50:01.1184667Z;5;6.0761690296994768;5.9920250050308361;5.9960466560885468;6.1418133305614369;6.0462945403513393;6.0628060875588279;21.561528953327898;3.0;M2_Val
2023-03-15T08:50:37.1563309Z;5;6.0824601637943339;5.9365330379319738;5.9913638605556168;6.1431721066807077;6.0560060603542789;6.061099185742898;21.562374658645453;3.0;M3_Val
2023-03-15T08:52:10.6797639Z;6;6.074343454016061;5.975955483968141;5.9767718634828571;6.1202744697783285;6.04634778448706;6.055010719136714;21.555044349939269;3.0;M1_Val
2023-03-15T08:52:46.7379561Z;6;6.1006915445639729;5.9785491587614725;5.9926301083055167;6.1176393201855461;6.0405374621148855;6.0558249443501895;21.552279398488309;3.0;M2_Val
2023-03-15T08:53:22.7683149Z;6;6.0757345612977094;5.9847007709526423;5.9924832866313835;6.1221281735091893;6.0388140359753981;6.0546710227734533;21.554909813540057;3.0;M3_Val
2023-03-15T08:54:56.2058833Z;7;6.0694019597576832;5.9506091554069629;5.9998197143169589;6.1529425551110268;6.0541691631308527;6.0630364887047659;21.547488888160405;3.0;M1_Val
2023-03-15T08:55:32.2655034Z;7;6.0828556000114444;6.02140501665812;5.9909817630655171;6.1498575968864371;6.0567573297618473;6.0623622878452679;21.546409145370429;3.0;M2_Val
2023-03-15T08:56:08.3063686Z;7;6.0700573186326885;5.98617055419689;6.0024968463008426;6.15397760631285;6.0477483472290388;6.0573174783847872;21.548174894692107;3.0;M3_Val
2023-03-15T08:57:31.1135985Z;8;6.0714004910197747;6.0024499409254819;5.996804071419831;6.1328938165056419;6.0450326438577022;6.0579482209995481;21.556411827733044;3.0;M1_Val
2023-03-15T08:58:07.1835847Z;8;6.0677580272504077;6.0212970306548366;6.0049051007671395;6.1421789035338268;6.0428880902211768;6.0590782048613772;21.555010673667837;3.0;M2_Val
2023-03-15T08:58:43.2270512Z;8;6.0850175881536082;5.9938141136742162;5.9993278080224242;6.1457172789830921;6.0377717361258751;6.0537829375284744;21.555093499218653;3.0;M3_Val
2023-03-15T09:00:06.0435157Z;9;6.0754011979215594;6.0400999632536614;5.9958491614377367;6.1338607983579081;6.0623574352231557;6.0624443040696248;21.541962914176072;3.0;M1_Val
2023-03-15T09:00:42.076951Z;9;6.0689391975850615;5.9875182550828479;6.008965837659594;6.1358044162063381;6.0601765770255529;6.0634338090679671;21.539965058922515;3.0;M2_Val
2023-03-15T09:01:18.1720052Z;9;6.0530684126013776;5.9937375712485679;6.0183593853035617;6.13344656216493;6.0627372239715891;6.0620037712564283;21.54356651107252;3.0;M3_Val
2023-03-15T09:02:40.945134Z;10;6.0886293395859274;5.9850886776360417;5.9961536566469285;6.1152210641845191;6.0193691045435411;6.0682984745826705;21.535471581369137;3.0;M1_Val
2023-03-15T09:03:17.0056279Z;10;6.0814607086989305;5.9944345859800743;5.9865587136293579;6.1143775268435157;6.0274845315038927;6.06628826309469;21.534928696949045;3.0;M2_Val
